analysis_date,image_path,image_type,original_mean_intensity,original_std_intensity,original_contrast,original_entropy,processed_mean_intensity,processed_std_intensity,processed_contrast,processed_entropy,total_abnormalities,abnormality_id,abnormality_type,abnormality_severity,abnormality_area,abnormality_confidence
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,1,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,2,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,3,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,4,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,5,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,6,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,7,texture,high,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,8,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,9,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,10,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,11,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,12,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,13,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,14,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,15,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,16,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,17,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,18,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,19,texture,medium,1024,0
2025-09-14 19:06:11,synthetic_mri.png,mri,66.82240295410156,63.75204786988978,0.9540520102768419,5.242247581481934,104.09230041503906,55.36493595538014,0.5318831050387769,7.650065898895264,20,20,texture,medium,1024,0
